"","taxon_id","pro_id","pro_id_representative","sample","library","in_phages","n","GPD_VC"
"52","ivig_3353","ivig_3353_65","ivig_601_59","S3.0144.01X194","pepsyn",1,10,"4"
"53","ivig_3353","ivig_3353_69","ivig_601_63","S3.0144.01X194","pepsyn",1,10,"4"
"54","ivig_3353","ivig_3353_8","ivig_1166_7","S3.0144.01X194","pepsyn",1,10,"4"
"55","ivig_3353","ivig_3353_118","ivig_601_109","S3.0144.01X194","pepsyn",1,8,"4"
"56","ivig_3353","ivig_3353_12","ivig_601_2","S3.0144.01X194","pepsyn",1,8,"4"
"57","ivig_3353","ivig_3353_128","ivig_896_34","S3.0144.01X194","pepsyn",1,8,"4"
"58","ivig_3353","ivig_3353_129","ivig_601_120","S3.0144.01X194","pepsyn",1,8,"4"
"59","ivig_3353","ivig_3353_144","ivig_601_136","S3.0144.01X194","pepsyn",1,8,"4"
"60","ivig_3353","ivig_3353_2","ivig_896_192","S3.0144.01X194","pepsyn",1,8,"4"
"61","ivig_3353","ivig_3353_25","ivig_601_15","S3.0144.01X194","pepsyn",1,8,"4"
"62","ivig_3353","ivig_3353_27","uvig_356955_25","S3.0144.01X194","pepsyn",1,8,"4"
"63","ivig_3353","ivig_3353_46","ivig_896_120","S3.0144.01X194","pepsyn",1,8,"4"
"64","ivig_3353","ivig_3353_70","ivig_601_64","S3.0144.01X194","pepsyn",1,8,"4"
"65","ivig_3353","ivig_3353_71","ivig_601_65","S3.0144.01X194","pepsyn",1,8,"4"
"66","ivig_3353","ivig_3353_78","ivig_601_72","S3.0144.01X194","pepsyn",1,8,"4"
"67","ivig_3353","ivig_3353_90","ivig_601_84","S3.0144.01X194","pepsyn",1,8,"4"
"68","ivig_3353","ivig_3353_136","ivig_601_128","S3.0144.01X194","pepsyn",1,7,"4"
"69","ivig_3353","ivig_3353_42","ivig_601_36","S3.0144.01X194","dolphyn",1,7,"4"
"70","ivig_3353","ivig_3353_55","ivig_601_49","S3.0144.01X194","dolphyn",1,7,"4"
"71","ivig_3353","ivig_3353_19","ivig_4176_1","S3.0144.01X194","pepsyn",4,6,"4"
"72","ivig_3353","ivig_3353_58","uvig_271818_79","S3.0144.01X194","dolphyn",2,6,"4"
"73","ivig_3353","ivig_3353_1","ivig_896_167","S3.0144.01X194","pepsyn",1,6,"4"
"74","ivig_3353","ivig_3353_108","ivig_601_100","S3.0144.01X194","pepsyn",1,6,"4"
"75","ivig_3353","ivig_3353_109","ivig_601_101","S3.0144.01X194","pepsyn",1,6,"4"
"76","ivig_3353","ivig_3353_119","ivig_601_110","S3.0144.01X194","pepsyn",1,6,"4"
"77","ivig_3353","ivig_3353_126","ivig_601_117","S3.0144.01X194","pepsyn",1,6,"4"
"78","ivig_3353","ivig_3353_131","ivig_601_122","S3.0144.01X194","pepsyn",1,6,"4"
"79","ivig_3353","ivig_3353_132","ivig_601_123","S3.0144.01X194","pepsyn",1,6,"4"
"80","ivig_3353","ivig_3353_133","ivig_601_124","S3.0144.01X194","pepsyn",1,6,"4"
"81","ivig_3353","ivig_3353_140","ivig_601_132","S3.0144.01X194","pepsyn",1,6,"4"
"82","ivig_3353","ivig_3353_149","ivig_896_12","S3.0144.01X194","pepsyn",1,6,"4"
"83","ivig_3353","ivig_3353_151","ivig_601_143","S3.0144.01X194","pepsyn",1,6,"4"
"84","ivig_3353","ivig_3353_155","ivig_601_147","S3.0144.01X194","pepsyn",1,6,"4"
"85","ivig_3353","ivig_3353_156","ivig_601_148","S3.0144.01X194","pepsyn",1,6,"4"
"86","ivig_3353","ivig_3353_16","ivig_601_6","S3.0144.01X194","pepsyn",1,6,"4"
"87","ivig_3353","ivig_3353_161","ivig_3353_161","S3.0144.01X194","pepsyn",1,6,"4"
"88","ivig_3353","ivig_3353_162","ivig_3353_162","S3.0144.01X194","pepsyn",1,6,"4"
"89","ivig_3353","ivig_3353_164","ivig_3353_164","S3.0144.01X194","pepsyn",1,6,"4"
"90","ivig_3353","ivig_3353_23","ivig_601_13","S3.0144.01X194","pepsyn",1,6,"4"
"91","ivig_3353","ivig_3353_26","ivig_1166_16","S3.0144.01X194","dolphyn",1,6,"4"
"92","ivig_3353","ivig_3353_34","ivig_896_134","S3.0144.01X194","pepsyn",1,6,"4"
"93","ivig_3353","ivig_3353_35","ivig_601_28","S3.0144.01X194","pepsyn",1,6,"4"
"94","ivig_3353","ivig_3353_40","ivig_2749_23","S3.0144.01X194","pepsyn",1,6,"4"
"95","ivig_3353","ivig_3353_43","ivig_601_37","S3.0144.01X194","pepsyn",1,6,"4"
"96","ivig_3353","ivig_3353_60","ivig_3353_60","S3.0144.01X194","dolphyn",1,6,"4"
"97","ivig_3353","ivig_3353_79","ivig_601_73","S3.0144.01X194","pepsyn",1,6,"4"
"98","ivig_3353","ivig_3353_80","ivig_601_74","S3.0144.01X194","pepsyn",1,6,"4"
"99","ivig_3353","ivig_3353_88","ivig_601_82","S3.0144.01X194","pepsyn",1,6,"4"
"100","ivig_3353","ivig_3353_93","ivig_601_85","S3.0144.01X194","pepsyn",1,6,"4"
"101","ivig_3353","ivig_3353_95","ivig_2749_73","S3.0144.01X194","pepsyn",1,6,"4"
"102","ivig_3353","ivig_3353_99","ivig_601_91","S3.0144.01X194","pepsyn",1,6,"4"
"103","ivig_3353","ivig_3353_28","uvig_357441_79","S3.0144.01X194","dolphyn",2,5,"4"
"104","ivig_3353","ivig_3353_134","ivig_601_125","S3.0144.01X194","dolphyn",1,5,"4"
"105","ivig_3353","ivig_3353_143","ivig_601_135","S3.0144.01X194","pepsyn",1,5,"4"
"106","ivig_3353","ivig_3353_148","ivig_601_140","S3.0144.01X194","pepsyn",1,5,"4"
"107","ivig_3353","ivig_3353_29","ivig_601_24","S3.0144.01X194","dolphyn",1,5,"4"
"108","ivig_3353","ivig_3353_37","ivig_601_30","S3.0144.01X194","dolphyn",1,5,"4"
"109","ivig_3353","ivig_3353_63","ivig_3353_63","S3.0144.01X194","dolphyn",1,5,"4"
"110","ivig_3353","ivig_3353_102","ivig_601_94","S3.0144.01X194","pepsyn",1,4,"4"
"111","ivig_3353","ivig_3353_104","ivig_601_96","S3.0144.01X194","pepsyn",1,4,"4"
"112","ivig_3353","ivig_3353_110","uvig_356792_50","S3.0144.01X194","dolphyn",1,4,"4"
"113","ivig_3353","ivig_3353_112","ivig_601_104","S3.0144.01X194","pepsyn",1,4,"4"
"114","ivig_3353","ivig_3353_113","ivig_601_105","S3.0144.01X194","pepsyn",1,4,"4"
"115","ivig_3353","ivig_3353_122","ivig_601_113","S3.0144.01X194","pepsyn",1,4,"4"
"116","ivig_3353","ivig_3353_13","ivig_896_156","S3.0144.01X194","pepsyn",1,4,"4"
"117","ivig_3353","ivig_3353_135","ivig_896_27","S3.0144.01X194","dolphyn",1,4,"4"
"118","ivig_3353","ivig_3353_137","ivig_601_129","S3.0144.01X194","pepsyn",1,4,"4"
"119","ivig_3353","ivig_3353_139","ivig_601_131","S3.0144.01X194","pepsyn",1,4,"4"
"120","ivig_3353","ivig_3353_14","ivig_601_4","S3.0144.01X194","pepsyn",1,4,"4"
"121","ivig_3353","ivig_3353_146","ivig_601_138","S3.0144.01X194","pepsyn",1,4,"4"
"122","ivig_3353","ivig_3353_147","ivig_601_139","S3.0144.01X194","pepsyn",1,4,"4"
"123","ivig_3353","ivig_3353_150","ivig_601_142","S3.0144.01X194","pepsyn",1,4,"4"
"124","ivig_3353","ivig_3353_153","ivig_601_145","S3.0144.01X194","pepsyn",1,4,"4"
"125","ivig_3353","ivig_3353_157","ivig_601_149","S3.0144.01X194","pepsyn",1,4,"4"
"126","ivig_3353","ivig_3353_163","ivig_3353_163","S3.0144.01X194","pepsyn",1,4,"4"
"127","ivig_3353","ivig_3353_165","ivig_3353_165","S3.0144.01X194","pepsyn",1,4,"4"
"128","ivig_3353","ivig_3353_17","ivig_601_7","S3.0144.01X194","pepsyn",1,4,"4"
"129","ivig_3353","ivig_3353_18","ivig_896_151","S3.0144.01X194","pepsyn",1,4,"4"
"130","ivig_3353","ivig_3353_24","ivig_2749_7","S3.0144.01X194","pepsyn",1,4,"4"
"131","ivig_3353","ivig_3353_32","ivig_896_136","S3.0144.01X194","pepsyn",1,4,"4"
"132","ivig_3353","ivig_3353_36","ivig_601_29","S3.0144.01X194","pepsyn",1,4,"4"
"133","ivig_3353","ivig_3353_39","ivig_601_32","S3.0144.01X194","dolphyn",1,4,"4"
"134","ivig_3353","ivig_3353_51","ivig_601_45","S3.0144.01X194","dolphyn",1,4,"4"
"135","ivig_3353","ivig_3353_54","ivig_601_48","S3.0144.01X194","pepsyn",1,4,"4"
"136","ivig_3353","ivig_3353_68","ivig_896_94","S3.0144.01X194","pepsyn",1,4,"4"
"137","ivig_3353","ivig_3353_7","ivig_896_163","S3.0144.01X194","dolphyn",1,4,"4"
"138","ivig_3353","ivig_3353_72","ivig_601_66","S3.0144.01X194","pepsyn",1,4,"4"
"139","ivig_3353","ivig_3353_73","ivig_896_88","S3.0144.01X194","pepsyn",1,4,"4"
"140","ivig_3353","ivig_3353_75","ivig_601_69","S3.0144.01X194","pepsyn",1,4,"4"
"141","ivig_3353","ivig_3353_77","ivig_601_71","S3.0144.01X194","dolphyn",1,4,"4"
"142","ivig_3353","ivig_3353_82","ivig_2749_62","S3.0144.01X194","pepsyn",1,4,"4"
"143","ivig_3353","ivig_3353_83","ivig_601_77","S3.0144.01X194","pepsyn",1,4,"4"
"144","ivig_3353","ivig_3353_85","ivig_601_79","S3.0144.01X194","pepsyn",1,4,"4"
"145","ivig_3353","ivig_3353_87","ivig_601_81","S3.0144.01X194","pepsyn",1,4,"4"
"146","ivig_3353","ivig_3353_89","ivig_601_83","S3.0144.01X194","dolphyn",1,4,"4"
"147","ivig_3353","ivig_3353_94","ivig_601_86","S3.0144.01X194","pepsyn",1,4,"4"
"148","ivig_3353","ivig_3353_100","ivig_601_92","S3.0144.01X194","dolphyn",1,3,"4"
"149","ivig_3353","ivig_3353_101","ivig_601_93","S3.0144.01X194","dolphyn",1,3,"4"
"150","ivig_3353","ivig_3353_114","ivig_601_106","S3.0144.01X194","dolphyn",1,3,"4"
"151","ivig_3353","ivig_3353_121","ivig_601_112","S3.0144.01X194","dolphyn",1,3,"4"
"152","ivig_3353","ivig_3353_159","ivig_3353_159","S3.0144.01X194","dolphyn",1,3,"4"
"153","ivig_3353","ivig_3353_2","ivig_896_192","S3.0144.01X194","dolphyn",1,3,"4"
"154","ivig_3353","ivig_3353_3","ivig_896_165","S3.0144.01X194","dolphyn",1,3,"4"
"155","ivig_3353","ivig_3353_30","ivig_601_25","S3.0144.01X194","dolphyn",1,3,"4"
"156","ivig_3353","ivig_3353_33","ivig_601_26","S3.0144.01X194","dolphyn",1,3,"4"
"157","ivig_3353","ivig_3353_38","ivig_601_31","S3.0144.01X194","dolphyn",1,3,"4"
"158","ivig_3353","ivig_3353_52","ivig_601_46","S3.0144.01X194","dolphyn",1,3,"4"
"159","ivig_3353","ivig_3353_53","ivig_601_47","S3.0144.01X194","dolphyn",1,3,"4"
"160","ivig_3353","ivig_3353_56","ivig_601_50","S3.0144.01X194","dolphyn",1,3,"4"
"161","ivig_3353","ivig_3353_64","ivig_896_99","S3.0144.01X194","dolphyn",1,3,"4"
"162","ivig_3353","ivig_3353_76","ivig_601_70","S3.0144.01X194","dolphyn",1,3,"4"
"163","ivig_3353","ivig_3353_8","ivig_1166_7","S3.0144.01X194","dolphyn",1,3,"4"
"164","ivig_3353","ivig_3353_84","ivig_601_78","S3.0144.01X194","dolphyn",1,3,"4"
"165","ivig_3353","ivig_3353_9","ivig_1166_8","S3.0144.01X194","dolphyn",1,3,"4"
"166","ivig_3353","ivig_3353_19","ivig_4176_1","S3.0144.01X194","dolphyn",4,2,"4"
"167","ivig_3353","ivig_3353_1","ivig_896_167","S3.0144.01X194","dolphyn",1,2,"4"
"168","ivig_3353","ivig_3353_10","ivig_896_160","S3.0144.01X194","pepsyn",1,2,"4"
"169","ivig_3353","ivig_3353_103","ivig_601_95","S3.0144.01X194","pepsyn",1,2,"4"
"170","ivig_3353","ivig_3353_105","ivig_601_97","S3.0144.01X194","pepsyn",1,2,"4"
"171","ivig_3353","ivig_3353_106","ivig_2749_85","S3.0144.01X194","pepsyn",1,2,"4"
"172","ivig_3353","ivig_3353_107","ivig_601_99","S3.0144.01X194","pepsyn",1,2,"4"
"173","ivig_3353","ivig_3353_111","ivig_896_51","S3.0144.01X194","pepsyn",1,2,"4"
"174","ivig_3353","ivig_3353_115","ivig_3353_115","S3.0144.01X194","pepsyn",1,2,"4"
"175","ivig_3353","ivig_3353_116","ivig_601_107","S3.0144.01X194","pepsyn",1,2,"4"
"176","ivig_3353","ivig_3353_117","ivig_601_108","S3.0144.01X194","pepsyn",1,2,"4"
"177","ivig_3353","ivig_3353_118","ivig_601_109","S3.0144.01X194","dolphyn",1,2,"4"
"178","ivig_3353","ivig_3353_119","ivig_601_110","S3.0144.01X194","dolphyn",1,2,"4"
"179","ivig_3353","ivig_3353_12","ivig_601_2","S3.0144.01X194","dolphyn",1,2,"4"
"180","ivig_3353","ivig_3353_120","ivig_601_111","S3.0144.01X194","pepsyn",1,2,"4"
"181","ivig_3353","ivig_3353_123","ivig_896_39","S3.0144.01X194","pepsyn",1,2,"4"
"182","ivig_3353","ivig_3353_124","ivig_601_115","S3.0144.01X194","pepsyn",1,2,"4"
"183","ivig_3353","ivig_3353_125","ivig_601_116","S3.0144.01X194","dolphyn",1,2,"4"
"184","ivig_3353","ivig_3353_127","ivig_601_118","S3.0144.01X194","pepsyn",1,2,"4"
"185","ivig_3353","ivig_3353_129","ivig_601_120","S3.0144.01X194","dolphyn",1,2,"4"
"186","ivig_3353","ivig_3353_130","ivig_601_121","S3.0144.01X194","dolphyn",1,2,"4"
"187","ivig_3353","ivig_3353_131","ivig_601_122","S3.0144.01X194","dolphyn",1,2,"4"
"188","ivig_3353","ivig_3353_132","ivig_601_123","S3.0144.01X194","dolphyn",1,2,"4"
"189","ivig_3353","ivig_3353_133","ivig_601_124","S3.0144.01X194","dolphyn",1,2,"4"
"190","ivig_3353","ivig_3353_138","ivig_601_130","S3.0144.01X194","pepsyn",1,2,"4"
"191","ivig_3353","ivig_3353_141","ivig_601_133","S3.0144.01X194","pepsyn",1,2,"4"
"192","ivig_3353","ivig_3353_142","ivig_601_134","S3.0144.01X194","pepsyn",1,2,"4"
"193","ivig_3353","ivig_3353_148","ivig_601_140","S3.0144.01X194","dolphyn",1,2,"4"
"194","ivig_3353","ivig_3353_15","ivig_601_5","S3.0144.01X194","pepsyn",1,2,"4"
"195","ivig_3353","ivig_3353_151","ivig_601_143","S3.0144.01X194","dolphyn",1,2,"4"
"196","ivig_3353","ivig_3353_152","ivig_601_144","S3.0144.01X194","pepsyn",1,2,"4"
"197","ivig_3353","ivig_3353_154","ivig_601_146","S3.0144.01X194","pepsyn",1,2,"4"
"198","ivig_3353","ivig_3353_158","ivig_601_150","S3.0144.01X194","pepsyn",1,2,"4"
"199","ivig_3353","ivig_3353_16","ivig_601_6","S3.0144.01X194","dolphyn",1,2,"4"
"200","ivig_3353","ivig_3353_160","ivig_3353_160","S3.0144.01X194","pepsyn",1,2,"4"
"201","ivig_3353","ivig_3353_161","ivig_3353_161","S3.0144.01X194","dolphyn",1,2,"4"
"202","ivig_3353","ivig_3353_166","ivig_3353_166","S3.0144.01X194","pepsyn",1,2,"4"
"203","ivig_3353","ivig_3353_17","ivig_601_7","S3.0144.01X194","dolphyn",1,2,"4"
"204","ivig_3353","ivig_3353_20","ivig_601_10","S3.0144.01X194","pepsyn",1,2,"4"
"205","ivig_3353","ivig_3353_21","ivig_601_11","S3.0144.01X194","pepsyn",1,2,"4"
"206","ivig_3353","ivig_3353_25","ivig_601_15","S3.0144.01X194","dolphyn",1,2,"4"
"207","ivig_3353","ivig_3353_27","uvig_356955_25","S3.0144.01X194","dolphyn",1,2,"4"
"208","ivig_3353","ivig_3353_35","ivig_601_28","S3.0144.01X194","dolphyn",1,2,"4"
"209","ivig_3353","ivig_3353_4","ivig_3353_4","S3.0144.01X194","dolphyn",1,2,"4"
"210","ivig_3353","ivig_3353_40","ivig_2749_23","S3.0144.01X194","dolphyn",1,2,"4"
"211","ivig_3353","ivig_3353_41","ivig_601_35","S3.0144.01X194","pepsyn",1,2,"4"
"212","ivig_3353","ivig_3353_43","ivig_601_37","S3.0144.01X194","dolphyn",1,2,"4"
"213","ivig_3353","ivig_3353_44","ivig_601_38","S3.0144.01X194","dolphyn",1,2,"4"
"214","ivig_3353","ivig_3353_45","ivig_601_39","S3.0144.01X194","dolphyn",1,2,"4"
"215","ivig_3353","ivig_3353_46","ivig_896_120","S3.0144.01X194","dolphyn",1,2,"4"
"216","ivig_3353","ivig_3353_47","ivig_601_41","S3.0144.01X194","pepsyn",1,2,"4"
"217","ivig_3353","ivig_3353_48","ivig_601_42","S3.0144.01X194","pepsyn",1,2,"4"
"218","ivig_3353","ivig_3353_50","ivig_601_44","S3.0144.01X194","dolphyn",1,2,"4"
"219","ivig_3353","ivig_3353_57","ivig_601_51","S3.0144.01X194","dolphyn",1,2,"4"
"220","ivig_3353","ivig_3353_59","ivig_601_53","S3.0144.01X194","dolphyn",1,2,"4"
"221","ivig_3353","ivig_3353_6","ivig_896_164","S3.0144.01X194","dolphyn",1,2,"4"
"222","ivig_3353","ivig_3353_61","ivig_601_55","S3.0144.01X194","dolphyn",1,2,"4"
"223","ivig_3353","ivig_3353_62","ivig_2749_44","S3.0144.01X194","dolphyn",1,2,"4"
"224","ivig_3353","ivig_3353_67","ivig_601_61","S3.0144.01X194","pepsyn",1,2,"4"
"225","ivig_3353","ivig_3353_69","ivig_601_63","S3.0144.01X194","dolphyn",1,2,"4"
"226","ivig_3353","ivig_3353_70","ivig_601_64","S3.0144.01X194","dolphyn",1,2,"4"
"227","ivig_3353","ivig_3353_71","ivig_601_65","S3.0144.01X194","dolphyn",1,2,"4"
"228","ivig_3353","ivig_3353_74","ivig_601_68","S3.0144.01X194","dolphyn",1,2,"4"
"229","ivig_3353","ivig_3353_78","ivig_601_72","S3.0144.01X194","dolphyn",1,2,"4"
"230","ivig_3353","ivig_3353_79","ivig_601_73","S3.0144.01X194","dolphyn",1,2,"4"
"231","ivig_3353","ivig_3353_80","ivig_601_74","S3.0144.01X194","dolphyn",1,2,"4"
"232","ivig_3353","ivig_3353_81","ivig_601_75","S3.0144.01X194","dolphyn",1,2,"4"
"233","ivig_3353","ivig_3353_82","ivig_2749_62","S3.0144.01X194","dolphyn",1,2,"4"
"234","ivig_3353","ivig_3353_86","ivig_601_80","S3.0144.01X194","pepsyn",1,2,"4"
"235","ivig_3353","ivig_3353_88","ivig_601_82","S3.0144.01X194","dolphyn",1,2,"4"
"236","ivig_3353","ivig_3353_90","ivig_601_84","S3.0144.01X194","dolphyn",1,2,"4"
"237","ivig_3353","ivig_3353_91","ivig_3353_91","S3.0144.01X194","pepsyn",1,2,"4"
"238","ivig_3353","ivig_3353_93","ivig_601_85","S3.0144.01X194","dolphyn",1,2,"4"
"239","ivig_3353","ivig_3353_96","ivig_601_88","S3.0144.01X194","pepsyn",1,2,"4"
"240","ivig_3353","ivig_3353_97","ivig_601_89","S3.0144.01X194","pepsyn",1,2,"4"
"241","ivig_3353","ivig_3353_98","ivig_601_90","S3.0144.01X194","pepsyn",1,2,"4"
"242","ivig_3353","ivig_3353_102","ivig_601_94","S3.0144.01X194","dolphyn",1,1,"4"
"243","ivig_3353","ivig_3353_108","ivig_601_100","S3.0144.01X194","dolphyn",1,1,"4"
"244","ivig_3353","ivig_3353_109","ivig_601_101","S3.0144.01X194","dolphyn",1,1,"4"
"245","ivig_3353","ivig_3353_112","ivig_601_104","S3.0144.01X194","dolphyn",1,1,"4"
"246","ivig_3353","ivig_3353_113","ivig_601_105","S3.0144.01X194","dolphyn",1,1,"4"
"247","ivig_3353","ivig_3353_122","ivig_601_113","S3.0144.01X194","dolphyn",1,1,"4"
"248","ivig_3353","ivig_3353_123","ivig_896_39","S3.0144.01X194","dolphyn",1,1,"4"
"249","ivig_3353","ivig_3353_126","ivig_601_117","S3.0144.01X194","dolphyn",1,1,"4"
"250","ivig_3353","ivig_3353_128","ivig_896_34","S3.0144.01X194","dolphyn",1,1,"4"
"251","ivig_3353","ivig_3353_13","ivig_896_156","S3.0144.01X194","dolphyn",1,1,"4"
"252","ivig_3353","ivig_3353_136","ivig_601_128","S3.0144.01X194","dolphyn",1,1,"4"
"253","ivig_3353","ivig_3353_138","ivig_601_130","S3.0144.01X194","dolphyn",1,1,"4"
"254","ivig_3353","ivig_3353_139","ivig_601_131","S3.0144.01X194","dolphyn",1,1,"4"
"255","ivig_3353","ivig_3353_14","ivig_601_4","S3.0144.01X194","dolphyn",1,1,"4"
"256","ivig_3353","ivig_3353_140","ivig_601_132","S3.0144.01X194","dolphyn",1,1,"4"
"257","ivig_3353","ivig_3353_142","ivig_601_134","S3.0144.01X194","dolphyn",1,1,"4"
"258","ivig_3353","ivig_3353_143","ivig_601_135","S3.0144.01X194","dolphyn",1,1,"4"
"259","ivig_3353","ivig_3353_144","ivig_601_136","S3.0144.01X194","dolphyn",1,1,"4"
"260","ivig_3353","ivig_3353_145","ivig_601_137","S3.0144.01X194","dolphyn",1,1,"4"
"261","ivig_3353","ivig_3353_146","ivig_601_138","S3.0144.01X194","dolphyn",1,1,"4"
"262","ivig_3353","ivig_3353_147","ivig_601_139","S3.0144.01X194","dolphyn",1,1,"4"
"263","ivig_3353","ivig_3353_149","ivig_896_12","S3.0144.01X194","dolphyn",1,1,"4"
"264","ivig_3353","ivig_3353_15","ivig_601_5","S3.0144.01X194","dolphyn",1,1,"4"
"265","ivig_3353","ivig_3353_150","ivig_601_142","S3.0144.01X194","dolphyn",1,1,"4"
"266","ivig_3353","ivig_3353_153","ivig_601_145","S3.0144.01X194","dolphyn",1,1,"4"
"267","ivig_3353","ivig_3353_154","ivig_601_146","S3.0144.01X194","dolphyn",1,1,"4"
"268","ivig_3353","ivig_3353_155","ivig_601_147","S3.0144.01X194","dolphyn",1,1,"4"
"269","ivig_3353","ivig_3353_156","ivig_601_148","S3.0144.01X194","dolphyn",1,1,"4"
"270","ivig_3353","ivig_3353_157","ivig_601_149","S3.0144.01X194","dolphyn",1,1,"4"
"271","ivig_3353","ivig_3353_162","ivig_3353_162","S3.0144.01X194","dolphyn",1,1,"4"
