"","taxon_id","pro_id","pro_id_representative","sample","library","in_phages","n"
"155","ivig_3353","ivig_3353_30","ivig_601_25","S3.0144.01X194","dolphyn",1,3
"156","ivig_3353","ivig_3353_33","ivig_601_26","S3.0144.01X194","dolphyn",1,3
"157","ivig_3353","ivig_3353_38","ivig_601_31","S3.0144.01X194","dolphyn",1,3
"158","ivig_3353","ivig_3353_52","ivig_601_46","S3.0144.01X194","dolphyn",1,3
"159","ivig_3353","ivig_3353_53","ivig_601_47","S3.0144.01X194","dolphyn",1,3
"160","ivig_3353","ivig_3353_56","ivig_601_50","S3.0144.01X194","dolphyn",1,3
"161","ivig_3353","ivig_3353_64","ivig_896_99","S3.0144.01X194","dolphyn",1,3
"162","ivig_3353","ivig_3353_76","ivig_601_70","S3.0144.01X194","dolphyn",1,3
"163","ivig_3353","ivig_3353_8","ivig_1166_7","S3.0144.01X194","dolphyn",1,3
"164","ivig_3353","ivig_3353_84","ivig_601_78","S3.0144.01X194","dolphyn",1,3
"165","ivig_3353","ivig_3353_9","ivig_1166_8","S3.0144.01X194","dolphyn",1,3
"166","ivig_3353","ivig_3353_19","ivig_4176_1","S3.0144.01X194","dolphyn",4,2
"167","ivig_3353","ivig_3353_1","ivig_896_167","S3.0144.01X194","dolphyn",1,2
"168","ivig_3353","ivig_3353_10","ivig_896_160","S3.0144.01X194","pepsyn",1,2
"169","ivig_3353","ivig_3353_103","ivig_601_95","S3.0144.01X194","pepsyn",1,2
"170","ivig_3353","ivig_3353_105","ivig_601_97","S3.0144.01X194","pepsyn",1,2
"171","ivig_3353","ivig_3353_106","ivig_2749_85","S3.0144.01X194","pepsyn",1,2
"172","ivig_3353","ivig_3353_107","ivig_601_99","S3.0144.01X194","pepsyn",1,2
"173","ivig_3353","ivig_3353_111","ivig_896_51","S3.0144.01X194","pepsyn",1,2
"174","ivig_3353","ivig_3353_115","ivig_3353_115","S3.0144.01X194","pepsyn",1,2
"175","ivig_3353","ivig_3353_116","ivig_601_107","S3.0144.01X194","pepsyn",1,2
"176","ivig_3353","ivig_3353_117","ivig_601_108","S3.0144.01X194","pepsyn",1,2
"177","ivig_3353","ivig_3353_118","ivig_601_109","S3.0144.01X194","dolphyn",1,2
"178","ivig_3353","ivig_3353_119","ivig_601_110","S3.0144.01X194","dolphyn",1,2
"179","ivig_3353","ivig_3353_12","ivig_601_2","S3.0144.01X194","dolphyn",1,2
"180","ivig_3353","ivig_3353_120","ivig_601_111","S3.0144.01X194","pepsyn",1,2
"181","ivig_3353","ivig_3353_123","ivig_896_39","S3.0144.01X194","pepsyn",1,2
"182","ivig_3353","ivig_3353_124","ivig_601_115","S3.0144.01X194","pepsyn",1,2
"183","ivig_3353","ivig_3353_125","ivig_601_116","S3.0144.01X194","dolphyn",1,2
"184","ivig_3353","ivig_3353_127","ivig_601_118","S3.0144.01X194","pepsyn",1,2
"185","ivig_3353","ivig_3353_129","ivig_601_120","S3.0144.01X194","dolphyn",1,2
"186","ivig_3353","ivig_3353_130","ivig_601_121","S3.0144.01X194","dolphyn",1,2
"187","ivig_3353","ivig_3353_131","ivig_601_122","S3.0144.01X194","dolphyn",1,2
"188","ivig_3353","ivig_3353_132","ivig_601_123","S3.0144.01X194","dolphyn",1,2
"189","ivig_3353","ivig_3353_133","ivig_601_124","S3.0144.01X194","dolphyn",1,2
"190","ivig_3353","ivig_3353_138","ivig_601_130","S3.0144.01X194","pepsyn",1,2
"191","ivig_3353","ivig_3353_141","ivig_601_133","S3.0144.01X194","pepsyn",1,2
"192","ivig_3353","ivig_3353_142","ivig_601_134","S3.0144.01X194","pepsyn",1,2
"193","ivig_3353","ivig_3353_148","ivig_601_140","S3.0144.01X194","dolphyn",1,2
"194","ivig_3353","ivig_3353_15","ivig_601_5","S3.0144.01X194","pepsyn",1,2
"195","ivig_3353","ivig_3353_151","ivig_601_143","S3.0144.01X194","dolphyn",1,2
"196","ivig_3353","ivig_3353_152","ivig_601_144","S3.0144.01X194","pepsyn",1,2
"197","ivig_3353","ivig_3353_154","ivig_601_146","S3.0144.01X194","pepsyn",1,2
"198","ivig_3353","ivig_3353_158","ivig_601_150","S3.0144.01X194","pepsyn",1,2
"199","ivig_3353","ivig_3353_16","ivig_601_6","S3.0144.01X194","dolphyn",1,2
"200","ivig_3353","ivig_3353_160","ivig_3353_160","S3.0144.01X194","pepsyn",1,2
"201","ivig_3353","ivig_3353_161","ivig_3353_161","S3.0144.01X194","dolphyn",1,2
"202","ivig_3353","ivig_3353_166","ivig_3353_166","S3.0144.01X194","pepsyn",1,2
"203","ivig_3353","ivig_3353_17","ivig_601_7","S3.0144.01X194","dolphyn",1,2
"204","ivig_3353","ivig_3353_20","ivig_601_10","S3.0144.01X194","pepsyn",1,2
"205","ivig_3353","ivig_3353_21","ivig_601_11","S3.0144.01X194","pepsyn",1,2
"206","ivig_3353","ivig_3353_25","ivig_601_15","S3.0144.01X194","dolphyn",1,2
"207","ivig_3353","ivig_3353_27","uvig_356955_25","S3.0144.01X194","dolphyn",1,2
"208","ivig_3353","ivig_3353_35","ivig_601_28","S3.0144.01X194","dolphyn",1,2
"209","ivig_3353","ivig_3353_4","ivig_3353_4","S3.0144.01X194","dolphyn",1,2
"210","ivig_3353","ivig_3353_40","ivig_2749_23","S3.0144.01X194","dolphyn",1,2
"211","ivig_3353","ivig_3353_41","ivig_601_35","S3.0144.01X194","pepsyn",1,2
"212","ivig_3353","ivig_3353_43","ivig_601_37","S3.0144.01X194","dolphyn",1,2
"213","ivig_3353","ivig_3353_44","ivig_601_38","S3.0144.01X194","dolphyn",1,2
"214","ivig_3353","ivig_3353_45","ivig_601_39","S3.0144.01X194","dolphyn",1,2
"215","ivig_3353","ivig_3353_46","ivig_896_120","S3.0144.01X194","dolphyn",1,2
"216","ivig_3353","ivig_3353_47","ivig_601_41","S3.0144.01X194","pepsyn",1,2
"217","ivig_3353","ivig_3353_48","ivig_601_42","S3.0144.01X194","pepsyn",1,2
"218","ivig_3353","ivig_3353_50","ivig_601_44","S3.0144.01X194","dolphyn",1,2
"219","ivig_3353","ivig_3353_57","ivig_601_51","S3.0144.01X194","dolphyn",1,2
"220","ivig_3353","ivig_3353_59","ivig_601_53","S3.0144.01X194","dolphyn",1,2
"221","ivig_3353","ivig_3353_6","ivig_896_164","S3.0144.01X194","dolphyn",1,2
"222","ivig_3353","ivig_3353_61","ivig_601_55","S3.0144.01X194","dolphyn",1,2
"223","ivig_3353","ivig_3353_62","ivig_2749_44","S3.0144.01X194","dolphyn",1,2
"224","ivig_3353","ivig_3353_67","ivig_601_61","S3.0144.01X194","pepsyn",1,2
"225","ivig_3353","ivig_3353_69","ivig_601_63","S3.0144.01X194","dolphyn",1,2
"226","ivig_3353","ivig_3353_70","ivig_601_64","S3.0144.01X194","dolphyn",1,2
"227","ivig_3353","ivig_3353_71","ivig_601_65","S3.0144.01X194","dolphyn",1,2
"228","ivig_3353","ivig_3353_74","ivig_601_68","S3.0144.01X194","dolphyn",1,2
"229","ivig_3353","ivig_3353_78","ivig_601_72","S3.0144.01X194","dolphyn",1,2
"230","ivig_3353","ivig_3353_79","ivig_601_73","S3.0144.01X194","dolphyn",1,2
"231","ivig_3353","ivig_3353_80","ivig_601_74","S3.0144.01X194","dolphyn",1,2
"232","ivig_3353","ivig_3353_81","ivig_601_75","S3.0144.01X194","dolphyn",1,2
"233","ivig_3353","ivig_3353_82","ivig_2749_62","S3.0144.01X194","dolphyn",1,2
"234","ivig_3353","ivig_3353_86","ivig_601_80","S3.0144.01X194","pepsyn",1,2
"235","ivig_3353","ivig_3353_88","ivig_601_82","S3.0144.01X194","dolphyn",1,2
"236","ivig_3353","ivig_3353_90","ivig_601_84","S3.0144.01X194","dolphyn",1,2
"237","ivig_3353","ivig_3353_91","ivig_3353_91","S3.0144.01X194","pepsyn",1,2
"238","ivig_3353","ivig_3353_93","ivig_601_85","S3.0144.01X194","dolphyn",1,2
"239","ivig_3353","ivig_3353_96","ivig_601_88","S3.0144.01X194","pepsyn",1,2
"240","ivig_3353","ivig_3353_97","ivig_601_89","S3.0144.01X194","pepsyn",1,2
"241","ivig_3353","ivig_3353_98","ivig_601_90","S3.0144.01X194","pepsyn",1,2
"242","ivig_3353","ivig_3353_102","ivig_601_94","S3.0144.01X194","dolphyn",1,1
"243","ivig_3353","ivig_3353_108","ivig_601_100","S3.0144.01X194","dolphyn",1,1
"244","ivig_3353","ivig_3353_109","ivig_601_101","S3.0144.01X194","dolphyn",1,1
"245","ivig_3353","ivig_3353_112","ivig_601_104","S3.0144.01X194","dolphyn",1,1
"246","ivig_3353","ivig_3353_113","ivig_601_105","S3.0144.01X194","dolphyn",1,1
"247","ivig_3353","ivig_3353_122","ivig_601_113","S3.0144.01X194","dolphyn",1,1
"248","ivig_3353","ivig_3353_123","ivig_896_39","S3.0144.01X194","dolphyn",1,1
"249","ivig_3353","ivig_3353_126","ivig_601_117","S3.0144.01X194","dolphyn",1,1
"250","ivig_3353","ivig_3353_128","ivig_896_34","S3.0144.01X194","dolphyn",1,1
"251","ivig_3353","ivig_3353_13","ivig_896_156","S3.0144.01X194","dolphyn",1,1
"252","ivig_3353","ivig_3353_136","ivig_601_128","S3.0144.01X194","dolphyn",1,1
"253","ivig_3353","ivig_3353_138","ivig_601_130","S3.0144.01X194","dolphyn",1,1
"254","ivig_3353","ivig_3353_139","ivig_601_131","S3.0144.01X194","dolphyn",1,1
"255","ivig_3353","ivig_3353_14","ivig_601_4","S3.0144.01X194","dolphyn",1,1
"256","ivig_3353","ivig_3353_140","ivig_601_132","S3.0144.01X194","dolphyn",1,1
"257","ivig_3353","ivig_3353_142","ivig_601_134","S3.0144.01X194","dolphyn",1,1
"258","ivig_3353","ivig_3353_143","ivig_601_135","S3.0144.01X194","dolphyn",1,1
"259","ivig_3353","ivig_3353_144","ivig_601_136","S3.0144.01X194","dolphyn",1,1
"260","ivig_3353","ivig_3353_145","ivig_601_137","S3.0144.01X194","dolphyn",1,1
"261","ivig_3353","ivig_3353_146","ivig_601_138","S3.0144.01X194","dolphyn",1,1
"262","ivig_3353","ivig_3353_147","ivig_601_139","S3.0144.01X194","dolphyn",1,1
"263","ivig_3353","ivig_3353_149","ivig_896_12","S3.0144.01X194","dolphyn",1,1
"264","ivig_3353","ivig_3353_15","ivig_601_5","S3.0144.01X194","dolphyn",1,1
"265","ivig_3353","ivig_3353_150","ivig_601_142","S3.0144.01X194","dolphyn",1,1
"266","ivig_3353","ivig_3353_153","ivig_601_145","S3.0144.01X194","dolphyn",1,1
"267","ivig_3353","ivig_3353_154","ivig_601_146","S3.0144.01X194","dolphyn",1,1
"268","ivig_3353","ivig_3353_155","ivig_601_147","S3.0144.01X194","dolphyn",1,1
"269","ivig_3353","ivig_3353_156","ivig_601_148","S3.0144.01X194","dolphyn",1,1
"270","ivig_3353","ivig_3353_157","ivig_601_149","S3.0144.01X194","dolphyn",1,1
"271","ivig_3353","ivig_3353_162","ivig_3353_162","S3.0144.01X194","dolphyn",1,1
"272","ivig_3353","ivig_3353_163","ivig_3353_163","S3.0144.01X194","dolphyn",1,1
"273","ivig_3353","ivig_3353_164","ivig_3353_164","S3.0144.01X194","dolphyn",1,1
"274","ivig_3353","ivig_3353_165","ivig_3353_165","S3.0144.01X194","dolphyn",1,1
"275","ivig_3353","ivig_3353_18","ivig_896_151","S3.0144.01X194","dolphyn",1,1
"276","ivig_3353","ivig_3353_22","ivig_601_12","S3.0144.01X194","pepsyn",1,1
"277","ivig_3353","ivig_3353_24","ivig_2749_7","S3.0144.01X194","dolphyn",1,1
"278","ivig_3353","ivig_3353_34","ivig_896_134","S3.0144.01X194","dolphyn",1,1
"279","ivig_3353","ivig_3353_36","ivig_601_29","S3.0144.01X194","dolphyn",1,1
"280","ivig_3353","ivig_3353_47","ivig_601_41","S3.0144.01X194","dolphyn",1,1
"281","ivig_3353","ivig_3353_54","ivig_601_48","S3.0144.01X194","dolphyn",1,1
"282","ivig_3353","ivig_3353_65","ivig_601_59","S3.0144.01X194","dolphyn",1,1
"283","ivig_3353","ivig_3353_68","ivig_896_94","S3.0144.01X194","dolphyn",1,1
"284","ivig_3353","ivig_3353_72","ivig_601_66","S3.0144.01X194","dolphyn",1,1
"285","ivig_3353","ivig_3353_75","ivig_601_69","S3.0144.01X194","dolphyn",1,1
"286","ivig_3353","ivig_3353_83","ivig_601_77","S3.0144.01X194","dolphyn",1,1
"287","ivig_3353","ivig_3353_85","ivig_601_79","S3.0144.01X194","dolphyn",1,1
"288","ivig_3353","ivig_3353_87","ivig_601_81","S3.0144.01X194","dolphyn",1,1
"289","ivig_3353","ivig_3353_91","ivig_3353_91","S3.0144.01X194","dolphyn",1,1
"290","ivig_3353","ivig_3353_92","ivig_3353_92","S3.0144.01X194","pepsyn",1,1
"291","ivig_3353","ivig_3353_95","ivig_2749_73","S3.0144.01X194","dolphyn",1,1
"292","ivig_3353","ivig_3353_99","ivig_601_91","S3.0144.01X194","dolphyn",1,1
"293","uvig_315082","uvig_315082_12","uvig_315082_12","S3.0144.01X194","pepsyn",1,36
"294","uvig_315082","uvig_315082_15","uvig_315082_15","S3.0144.01X194","pepsyn",1,24
"295","uvig_315082","uvig_315082_19","uvig_315082_19","S3.0144.01X194","pepsyn",1,24
